date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2008-05-09,8.78,9.89,9.89,8.5,105524.0,1.12,12.77,9.052,11.298,13.3,72729.4,102003.7,97273.55,7.35
2008-04-30,8.6,8.84,8.77,8.05,51311.0,0.09,1.04,9.074,11.883,13.634,62411.2,105380.3,97135.1,3.57
2008-04-25,8.36,9.1,8.68,6.93,101890.0,0.96,12.44,9.966,12.445,13.99,80613.2,104596.3,102442.9,7.1
2008-04-18,9.84,10.0,7.72,7.72,44314.0,-2.48,-24.31,10.9,12.955,14.321,74186.4,95942.6,111679.7,3.09
2008-04-11,10.45,10.97,10.2,9.4,60608.0,0.2,2.0,12.458,13.564,14.677,81518.0,93257.5,113472.45,4.22
2008-04-03,12.52,13.19,10.0,9.27,53933.0,-3.23,-24.41,13.544,13.815,14.797,131278.0,92268.2,112224.6,3.76
2008-03-28,14.15,14.69,13.23,11.71,142321.0,-0.12,-0.9,14.692,14.312,14.894,148349.4,95126.1,111626.7,9.91
2008-03-20,15.51,15.55,13.35,11.88,69756.0,-2.16,-13.93,14.924,14.584,14.868,128579.4,93241.5,108179.95,4.86
2008-03-14,15.5,16.2,15.51,14.81,80972.0,-0.12,-0.77,15.01,15.006,14.797,117698.8,106079.7,106432.0,5.64
2008-03-07,15.5,17.28,15.63,15.2,309408.0,-0.11,-0.7,14.67,15.185,14.597,104997.0,106043.6,104455.55,21.55
2008-02-29,14.28,15.74,15.74,13.3,139290.0,1.35,9.38,14.086,15.302,14.53,53258.4,92543.4,92362.5,9.7
2008-02-22,14.2,14.97,14.39,13.7,43471.0,0.61,4.43,13.932,15.384,14.467,41902.8,88889.9,88432.0,3.03
2008-02-15,13.71,14.2,13.78,13.2,15353.0,-0.03,-0.22,14.244,15.535,14.544,57903.6,100289.5,91268.55,1.07
2008-02-05,13.0,14.2,13.81,12.82,17463.0,1.1,8.65,15.002,15.686,14.603,94460.6,127416.8,96131.05,1.22
2008-02-01,14.85,14.85,12.71,12.05,50715.0,-2.26,-15.1,15.7,15.789,14.699,107090.2,133687.4,107653.55,3.53
2008-01-25,15.94,16.4,14.97,13.5,82512.0,-0.98,-6.14,16.518,15.778,14.914,131828.4,132181.0,116570.0,5.75
2008-01-18,17.57,17.77,15.95,15.2,123475.0,-1.62,-9.22,16.836,15.475,14.888,135877.0,128127.3,121022.2,8.6
2008-01-11,17.01,18.9,17.57,16.88,198138.0,0.27,1.56,16.826,15.152,14.806,142675.4,123118.4,123062.05,13.8
2008-01-04,16.66,17.86,17.3,16.25,80611.0,0.5,2.98,16.37,14.588,14.53,160373.0,106784.3,117346.7,5.62
2007-12-28,16.58,17.56,16.8,16.29,174406.0,0.24,1.45,15.878,14.008,14.259,160284.6,102867.5,118961.85,12.15
2007-12-21,15.95,16.8,16.56,15.25,102755.0,0.66,4.15,15.038,13.758,14.068,132533.6,92181.6,116774.05,7.16
2007-12-14,14.8,17.1,15.9,14.75,157467.0,0.61,3.99,14.114,13.55,13.947,120377.6,87974.1,120158.15,10.97
2007-12-07,16.0,17.95,15.29,14.66,286626.0,0.45,3.03,13.478,13.552,13.748,103561.4,82247.6,117446.35,19.97
2007-11-30,12.71,14.84,14.84,12.42,80169.0,2.24,17.78,12.806,13.519,13.616,53195.6,64845.3,111433.2,5.58
2007-11-23,12.02,13.18,12.6,11.82,35651.0,0.66,5.53,12.138,13.608,13.445,45450.4,81619.7,113889.95,2.48
2007-11-16,12.0,12.4,11.94,11.45,41975.0,-0.78,-6.13,12.478,14.049,13.513,51829.6,100959.0,118700.85,2.92
2007-11-09,11.9,14.28,12.72,11.6,73386.0,0.79,6.62,12.986,14.3,13.806,55570.6,113917.1,131387.55,5.11
2007-11-02,11.5,12.92,11.93,11.5,34797.0,0.43,3.74,13.626,14.46,14.005,60933.8,123005.7,144180.95,2.42
2007-10-26,14.4,14.42,11.5,11.04,41443.0,-2.8,-19.58,14.232,14.472,14.177,76495.0,127909.1,159285.05,2.89
2007-10-18,14.44,15.85,14.3,13.9,67547.0,-0.18,-1.24,15.078,14.51,14.247,117789.0,135056.2,172823.35,13.83
2007-10-12,16.1,16.29,14.48,13.55,60680.0,-1.44,-9.04,15.62,14.377,14.364,150088.4,141366.5,187561.1,12.43
2007-09-28,15.23,18.1,15.92,14.96,100202.0,0.96,6.42,15.614,14.344,14.372,172263.6,152342.2,191146.7,20.52
2007-09-21,15.7,16.88,14.96,14.52,112603.0,-0.77,-4.89,15.294,13.944,14.03,185077.6,152645.1,191690.5,23.06
2007-09-14,17.01,18.37,15.73,14.5,247913.0,-1.28,-7.53,14.712,13.713,13.736,179323.2,158021.1,193130.25,50.77
2007-09-07,14.45,17.01,17.01,13.5,229044.0,2.56,17.72,13.942,13.281,13.398,152323.4,146160.2,189883.2,46.91
2007-08-31,14.25,15.5,14.45,13.61,171556.0,0.13,0.91,13.134,12.976,12.923,132644.6,136442.7,187446.8,35.13
2007-08-24,12.3,15.28,14.32,12.2,164272.0,2.27,18.84,13.074,13.311,12.536,132420.8,148858.0,183149.85,33.64
2007-08-17,11.82,12.88,12.05,11.03,83831.0,0.17,1.43,12.594,13.549,12.154,120212.6,165356.2,182581.1,17.17
2007-08-10,13.1,13.67,11.88,11.54,112914.0,-1.09,-8.4,12.714,13.881,11.911,136719.0,190661.0,185603.0,23.12
2007-08-03,14.01,14.7,12.97,12.55,130650.0,-1.18,-8.34,12.62,13.984,11.631,139997.0,210590.5,188845.7,26.76
2007-07-27,12.01,14.55,14.15,12.01,170437.0,2.23,18.71,12.818,14.35,11.297,140240.8,233755.7,186920.95,34.91
2007-07-20,12.7,12.8,11.92,10.82,103231.0,-0.73,-5.77,13.548,14.399,10.835,165295.2,229951.2,186772.6,21.14
2007-07-13,11.4,13.17,12.65,10.55,166363.0,1.24,10.87,14.504,14.115,10.486,210499.8,230735.9,182573.6,34.07
2007-07-06,12.7,13.9,11.41,9.95,129304.0,-2.55,-18.27,15.048,13.759,10.058,244603.0,228239.4,177134.0,26.48
2007-06-28,17.82,18.28,13.96,13.96,131869.0,-3.84,-21.57,15.348,13.514,9.671,281184.0,233606.2,176662.65,27.01
2007-06-22,17.01,19.36,17.8,15.8,295709.0,1.1,6.59,15.882,12.869,9.147,327270.6,238450.9,175982.6,60.56
2007-06-15,16.28,18.55,16.7,15.0,329254.0,1.33,8.65,15.25,11.761,8.425,294607.2,217441.7,168229.7,67.43
2007-06-08,12.93,15.37,15.37,11.2,336879.0,2.46,19.05,13.726,10.758,7.748,250972.0,199806.0,156988.6,68.99
2007-06-01,16.82,18.36,12.91,12.91,312209.0,-3.72,-22.37,12.47,9.941,7.113,211875.8,180545.0,140843.9,63.94
2007-05-25,16.1,19.48,16.63,15.94,362302.0,1.99,13.59,11.68,9.277,6.602,186028.4,167100.9,127742.85,74.2
2007-05-18,10.0,14.64,14.64,10.0,132392.0,5.56,61.23,9.856,8.243,5.917,149631.2,140086.2,113272.05,27.11
2007-05-10,8.99,9.3,9.08,8.66,111078.0,-0.01,-0.11,8.272,7.27,5.323,140276.2,143594.0,107980.95,22.75
2007-04-27,8.8,9.6,9.09,8.4,141398.0,0.13,1.45,7.79,6.857,5.007,148640.0,134411.3,105757.65,28.96
2007-04-20,7.56,9.13,8.96,7.45,182972.0,1.45,19.31,7.412,6.356,4.692,149214.2,126028.6,101099.1,37.47
2007-04-13,6.7,7.57,7.51,6.41,180316.0,0.79,11.76,6.874,5.827,4.385,148173.4,119719.1,94257.45,36.93
2007-04-06,6.67,6.97,6.72,6.56,85617.0,0.05,0.75,6.63,5.425,4.14,130541.2,113514.3,86821.65,17.53
2007-03-30,7.0,7.17,6.67,6.49,152897.0,-0.53,-7.36,6.268,5.088,3.941,146911.8,119017.7,84120.15,31.31
2007-03-23,6.35,7.44,7.2,6.03,144269.0,0.93,14.83,5.924,4.737,3.755,120182.6,114171.2,78670.95,29.55
2007-03-16,6.45,6.8,6.27,6.1,177768.0,-0.02,-0.32,5.3,4.285,3.543,102843.0,101142.8,77682.55,36.41
2007-03-09,4.88,6.29,6.29,4.88,92155.0,1.38,28.11,4.78,3.927,3.427,91264.8,88384.8,71248.4,18.87
2007-03-02,5.2,5.5,4.91,4.7,167470.0,-0.04,-0.81,4.22,3.59,3.309,96487.4,86457.9,69562.15,34.3
2007-02-16,4.28,4.95,4.95,4.28,19251.0,0.87,21.32,3.908,3.376,3.236,91123.6,72367.9,63534.8,3.94
2007-02-09,3.7,4.08,4.08,3.6,57571.0,0.41,11.17,3.55,3.156,3.153,108159.8,77104.0,63944.9,11.79
2007-02-02,3.46,4.08,3.67,3.46,119877.0,0.18,5.16,3.27,3.028,3.124,99442.6,76169.6,62956.95,24.55
2007-01-26,3.35,3.78,3.49,3.32,118268.0,0.14,4.18,3.074,2.943,3.104,85504.8,68795.8,57760.0,24.22
2007-01-19,3.32,3.49,3.35,3.16,140651.0,0.19,6.01,2.96,2.855,3.094,76428.4,60129.0,52742.1,28.81
2007-01-12,2.69,3.16,3.16,2.67,104432.0,0.48,17.91,2.844,2.794,3.092,53612.2,49222.6,47117.95,21.39
2007-01-05,2.69,2.79,2.68,2.6,13985.0,-0.01,-0.37,2.762,2.772,3.094,46048.2,43170.7,42533.1,2.86
2006-12-29,2.92,2.99,2.69,2.66,50188.0,-0.23,-7.88,2.786,2.8,3.115,52896.6,54222.3,42223.9,10.28
2006-12-22,2.78,2.93,2.92,2.71,72886.0,0.15,5.42,2.812,2.926,3.134,52086.8,54112.0,40021.1,14.93
2006-12-15,2.75,2.84,2.77,2.7,26570.0,0.02,0.73,2.75,3.028,3.148,43829.6,52666.4,36825.2,5.44
2006-12-08,2.81,2.92,2.75,2.74,66612.0,-0.05,-1.79,2.744,3.095,3.171,44833.0,54701.7,36052.5,13.64
2006-12-01,2.75,2.93,2.8,2.71,48227.0,-0.02,-0.71,2.782,3.149,3.191,40293.2,50785.8,33595.0,9.88
2006-11-24,2.61,2.82,2.82,2.47,46139.0,0.21,8.05,2.814,3.22,3.213,55548.0,49744.3,32595.7,9.45
2006-11-17,2.72,2.76,2.61,2.47,31600.0,-0.13,-4.75,3.04,3.264,3.231,56137.2,46724.2,30627.0,6.47
2006-11-10,2.9,2.95,2.74,2.71,31587.0,-0.2,-6.8,3.306,3.333,3.26,61503.2,45355.2,30015.7,6.47
2006-11-03,2.92,3.0,2.94,2.81,43913.0,-0.02,-0.68,3.446,3.389,3.28,64570.4,45013.3,29463.3,8.99
2006-10-27,4.15,4.7,2.96,2.96,124501.0,-0.99,-25.06,3.516,3.416,3.289,61278.4,41895.5,27696.25,25.5
2006-05-26,4.14,4.14,3.95,3.73,49085.0,0.01,0.25,3.626,3.43,3.292,43940.6,30225.5,22027.45,14.58
2006-05-19,3.45,3.94,3.94,3.38,58430.0,0.5,14.54,3.488,3.342,3.242,37311.2,25930.2,19953.65,17.35
2006-05-12,3.25,3.6,3.44,3.22,46923.0,0.15,4.56,3.36,3.268,3.192,29207.2,20984.0,17269.7,13.93
2006-04-28,3.58,3.58,3.29,3.2,27453.0,-0.22,-6.27,3.332,3.246,3.166,25456.2,17403.3,15221.95,8.15
2006-04-21,3.27,3.59,3.51,3.21,37812.0,0.25,7.67,3.316,3.233,3.15,22512.6,16404.2,14335.35,11.23
2006-04-14,3.3,3.38,3.26,3.2,15938.0,-0.04,-1.21,3.234,3.206,3.129,16510.4,15447.1,12866.75,4.73
2006-04-07,3.25,3.3,3.3,3.18,17910.0,0.0,0.0,3.196,3.198,3.124,14549.2,14529.8,13420.75,5.32
2006-03-31,3.23,3.4,3.3,3.18,28168.0,0.09,2.8,3.176,3.186,3.109,12760.8,14676.2,12850.35,8.36
2006-03-24,3.1,3.21,3.21,3.05,12735.0,0.11,3.55,3.16,3.171,3.095,9350.4,13913.3,12215.15,3.78
2006-03-17,3.1,3.22,3.1,3.03,7801.0,0.03,0.98,3.15,3.162,3.069,10295.8,13497.0,12151.0,2.32
2006-03-10,3.2,3.22,3.07,3.0,6132.0,-0.13,-4.06,3.178,3.154,3.066,14383.8,13829.4,12234.65,1.82
2006-03-03,3.22,3.24,3.2,3.13,8968.0,-0.02,-0.62,3.2,3.142,3.06,14510.4,13977.1,12759.05,2.66
2006-02-24,3.14,3.25,3.22,3.12,11116.0,0.06,1.9,3.196,3.115,3.059,16591.6,13555.4,13170.95,3.3
2006-02-17,3.25,3.4,3.16,3.16,17462.0,-0.08,-2.47,3.182,3.085,3.058,18476.2,13040.6,15265.55,5.19
2006-02-10,3.22,3.37,3.24,3.19,28241.0,0.06,1.89,3.174,3.067,3.068,16698.2,12266.5,15799.85,8.39
2006-01-25,3.13,3.25,3.18,3.13,6765.0,0.0,0.0,3.13,3.052,3.066,13275.0,10286.4,16101.65,2.01
2006-01-20,3.14,3.31,3.18,3.12,19374.0,0.03,0.95,3.084,3.049,3.066,13443.8,12311.7,18688.55,5.75
2006-01-13,3.19,3.28,3.15,3.1,20539.0,0.03,0.96,3.034,3.031,3.083,10519.2,11024.5,21010.9,6.1
2006-01-06,3.08,3.12,3.12,2.95,8572.0,0.1,3.31,2.988,3.019,3.08,7605.0,10517.0,22579.5,2.55
2005-12-30,2.96,3.05,3.02,2.91,11125.0,0.07,2.37,2.96,2.976,3.072,7834.8,10805.0,25055.4,3.3
2005-12-23,2.91,3.0,2.95,2.87,7609.0,0.02,0.68,2.974,2.977,3.044,7297.8,10639.9,25860.45,2.26
2005-12-16,2.88,3.01,2.93,2.87,4751.0,0.01,0.34,3.014,2.977,3.02,11179.6,11541.0,26591.1,1.41
2005-12-09,2.96,2.96,2.92,2.79,5968.0,-0.06,-2.01,3.028,3.002,2.984,11529.8,12786.5,26746.45,1.77
2005-12-02,3.07,3.18,2.98,2.97,9721.0,-0.11,-3.56,3.05,3.031,2.947,13429.0,17490.5,26663.35,2.89
2005-11-25,3.14,3.16,3.09,3.01,8440.0,-0.06,-1.91,2.992,3.068,2.912,13775.2,19333.2,26322.9,2.51
2005-11-18,3.0,3.34,3.15,2.99,27018.0,0.15,5.0,2.98,3.079,2.878,13982.0,21916.9,26196.3,8.02
2005-11-11,3.08,3.08,3.0,2.9,6502.0,-0.03,-0.99,2.94,3.083,2.85,11902.4,25065.4,25259.3,1.93
2005-11-04,2.68,3.04,3.03,2.68,15464.0,0.34,12.64,2.976,3.134,2.829,14043.2,30997.3,25727.15,4.59
2005-10-28,3.01,3.08,2.69,2.67,11452.0,-0.34,-11.22,3.012,3.141,2.807,21552.0,34642.0,26024.65,3.4
2005-10-21,2.95,3.1,3.03,2.95,9474.0,0.08,2.71,3.144,3.168,2.792,24891.2,39305.8,25936.95,2.81
2005-10-14,3.2,3.23,2.95,2.94,16620.0,-0.23,-7.23,3.178,3.11,2.763,29851.8,41081.0,26160.9,4.94
2005-09-30,3.2,3.35,3.18,3.13,17206.0,-0.03,-0.94,3.226,3.063,2.736,38228.4,41641.2,25647.5,5.11
2005-09-23,3.37,3.68,3.21,3.11,53008.0,-0.14,-4.18,3.292,2.966,2.698,47951.4,40706.4,25691.0,15.74
2005-09-16,3.19,3.38,3.35,3.13,28148.0,0.15,4.69,3.27,2.863,2.668,47732.0,35836.2,23603.3,8.36
2005-09-09,3.18,3.39,3.2,3.1,34277.0,0.01,0.31,3.192,2.756,2.639,53720.4,33312.6,23641.4,10.18
2005-09-02,3.68,3.69,3.19,3.02,58503.0,-0.32,-9.12,3.042,2.676,2.627,52310.2,30475.7,22783.05,17.37
2005-08-26,2.95,3.51,3.51,2.95,65821.0,0.41,13.23,2.9,2.617,2.61,45054.0,25453.2,20312.1,19.55
2005-08-19,3.11,3.6,3.1,3.1,51911.0,0.14,4.73,2.64,2.523,2.577,33461.4,20457.0,17820.65,15.42
2005-08-12,2.45,2.96,2.96,2.42,58090.0,0.51,20.82,2.456,2.473,2.564,23940.4,17407.3,15855.45,17.25
2005-08-05,2.54,2.55,2.45,2.35,27226.0,-0.03,-1.21,2.32,2.415,2.571,12904.8,12568.1,13922.4,8.09
2005-07-29,2.2,2.48,2.48,2.16,22222.0,0.27,12.22,2.31,2.416,2.606,8641.2,11240.8,13205.4,6.6
2005-07-22,2.14,2.25,2.21,2.03,7858.0,0.03,1.38,2.334,2.408,2.636,5852.4,9653.8,12508.9,2.33
2005-07-15,2.34,2.34,2.18,2.09,4306.0,-0.1,-4.39,2.406,2.429,2.684,7452.6,10675.6,12793.1,1.28
2005-07-08,2.44,2.44,2.28,2.25,2912.0,-0.12,-5.0,2.49,2.473,2.725,10874.2,11370.4,12687.9,0.86
2005-07-01,2.64,2.68,2.4,2.39,5908.0,-0.2,-7.69,2.51,2.521,2.759,12231.4,13970.2,12815.05,1.75
2005-06-24,2.55,2.74,2.6,2.53,8278.0,0.03,1.17,2.522,2.577,2.786,13840.4,15090.4,12846.1,2.46
2005-06-17,2.6,2.68,2.57,2.5,15859.0,-0.03,-1.15,2.482,2.603,2.813,13455.2,15171.0,12831.3,4.71
2005-06-10,2.38,2.64,2.6,2.37,21414.0,0.22,9.24,2.452,2.631,2.836,13898.6,15184.3,12228.1,6.36
2005-06-03,2.55,2.56,2.38,2.37,9698.0,-0.08,-3.25,2.456,2.655,2.857,11866.6,14303.6,11270.35,2.88
2005-05-27,2.41,2.46,2.46,2.25,13953.0,0.06,2.5,2.532,2.726,2.885,15709.0,15276.7,11000.55,4.14
2005-05-20,2.39,2.5,2.4,2.31,6352.0,-0.02,-0.83,2.632,2.795,2.919,16340.4,15170.0,10445.55,1.89
2005-05-13,2.57,2.61,2.42,2.3,18076.0,-0.2,-7.63,2.724,2.864,2.953,16886.8,15364.0,10364.25,5.37
2005-04-29,2.65,2.7,2.62,2.53,11254.0,-0.14,-5.07,2.81,2.939,2.994,16470.0,14910.6,10204.65,3.34
2005-04-22,3.05,3.12,2.76,2.76,28910.0,-0.2,-6.76,2.854,2.977,3.036,16740.6,14005.4,10380.85,8.59
2005-04-15,2.86,2.96,2.96,2.82,17110.0,0.1,3.5,2.92,2.996,3.059,14844.4,11659.9,10074.65,5.08
2005-04-08,2.88,2.88,2.86,2.74,9084.0,0.01,0.35,2.958,2.995,3.079,13999.6,10601.8,10844.35,2.7
2005-04-01,2.83,2.96,2.85,2.7,15992.0,0.01,0.35,3.004,3.022,3.089,13841.2,10491.6,10871.1,4.75
2005-03-25,3.01,3.05,2.84,2.7,12607.0,-0.25,-8.09,3.068,3.04,3.095,13351.2,9271.9,10598.4,3.74
2005-03-18,3.11,3.23,3.09,2.97,19429.0,-0.06,-1.91,3.1,3.058,3.098,11270.2,8237.1,10784.75,5.77
2005-03-11,3.1,3.19,3.15,3.03,12886.0,0.06,1.94,3.072,3.044,3.084,8475.4,6724.4,10454.0,3.83
2005-03-04,3.17,3.21,3.09,3.06,8292.0,-0.08,-2.52,3.032,3.042,3.09,7204.0,5721.1,10342.4,2.46
2005-02-25,2.98,3.18,3.17,2.98,13542.0,0.17,5.67,3.04,3.042,3.119,7142.0,5364.5,10251.5,4.02
2005-02-18,2.95,3.03,3.0,2.95,2202.0,0.05,1.7,3.012,3.048,3.149,5192.6,5498.7,10598.2,0.65
2005-02-04,2.93,2.99,2.95,2.82,5455.0,0.0,0.0,3.016,3.094,3.195,5204.0,6756.3,11063.8,1.62
2005-01-28,3.19,3.23,2.95,2.95,6529.0,-0.18,-5.75,3.016,3.122,3.225,4973.4,8489.4,10986.25,1.94
2005-01-21,3.05,3.19,3.13,2.95,7982.0,0.1,3.3,3.052,3.163,3.259,4238.2,11086.9,10909.25,2.37
2005-01-14,3.0,3.1,3.03,2.91,3795.0,0.01,0.33,3.044,3.155,3.275,3587.0,11250.6,10706.45,1.13
2005-01-07,2.85,3.06,3.02,2.85,2259.0,0.07,2.37,3.084,3.149,3.298,5804.8,11924.9,10726.1,0.67
2004-12-31,3.1,3.17,2.95,2.94,4302.0,-0.18,-5.75,3.172,3.138,3.335,8308.6,13332.4,10720.6,1.28
2004-12-23,3.09,3.19,3.13,3.03,2853.0,0.04,1.29,3.228,3.123,3.383,12005.4,14183.6,10757.9,0.85
2004-12-17,3.17,3.22,3.09,3.06,4726.0,-0.14,-4.33,3.274,3.137,3.424,17935.6,14963.7,10866.75,1.4
2004-12-10,3.5,3.5,3.23,3.2,14884.0,-0.23,-6.65,3.266,3.195,3.473,18914.2,15138.5,11086.65,4.42
2004-12-03,3.23,3.48,3.46,3.18,14778.0,0.23,7.12,3.214,3.25,3.516,18045.0,15697.7,10726.9,4.39
2004-11-26,3.3,3.53,3.23,3.12,22786.0,-0.13,-3.87,3.104,3.295,3.551,18356.2,15371.3,10153.7,6.77
2004-11-19,3.1,3.46,3.36,3.05,32504.0,0.31,10.16,3.018,3.328,3.601,16361.8,13483.1,9215.45,9.65
2004-11-12,2.97,3.15,3.05,2.92,9619.0,0.08,2.69,3.0,3.355,3.657,11991.8,10731.6,7757.75,2.86
2004-11-05,2.91,3.09,2.97,2.91,10538.0,0.06,2.06,3.124,3.395,3.724,11362.8,10162.3,7554.8,3.13
2004-10-29,2.8,3.09,2.91,2.79,16334.0,0.11,3.93,3.286,3.447,3.792,13350.4,9527.3,7248.75,4.85
2004-10-22,3.28,3.29,2.8,2.77,12814.0,-0.47,-14.37,3.486,3.532,3.894,12386.4,8108.8,6755.15,3.81
2004-10-15,3.63,3.68,3.27,3.17,10654.0,-0.4,-10.9,3.638,3.643,3.999,10604.4,7332.2,6374.6,3.16
2004-10-08,3.77,3.84,3.67,3.42,6474.0,-0.11,-2.91,3.71,3.711,4.088,9471.4,6769.8,6088.05,1.92
2004-09-24,3.95,4.09,3.78,3.76,20476.0,-0.13,-3.33,3.666,3.751,4.153,8961.8,7034.8,6013.1,6.08
2004-09-17,3.58,3.93,3.91,3.53,11514.0,0.35,9.83,3.608,3.781,4.217,5704.2,5756.1,5502.1,3.42
2004-09-10,3.6,3.71,3.56,3.51,3904.0,-0.07,-1.93,3.578,3.806,4.29,3831.2,4936.1,5457.95,1.16
2004-09-03,3.45,3.68,3.63,3.45,4989.0,0.18,5.22,3.648,3.874,4.387,4060.0,4947.8,5926.85,1.48
2004-08-27,3.42,3.65,3.45,3.34,3926.0,-0.04,-1.15,3.712,3.958,4.495,4068.2,4783.9,7398.05,1.17
2004-08-20,3.76,3.76,3.49,3.4,4188.0,-0.27,-7.18,3.836,4.052,4.62,5107.8,4947.3,8392.95,1.24
2004-08-13,3.91,3.97,3.76,3.73,2149.0,-0.15,-3.84,3.954,4.137,4.735,5808.0,4970.2,10395.25,0.64
2004-08-06,3.81,4.0,3.91,3.71,5048.0,-0.04,-1.01,4.034,4.256,4.829,6041.0,5401.5,11075.4,1.5
2004-07-30,4.07,4.1,3.95,3.83,5030.0,-0.12,-2.95,4.1,4.355,4.921,5835.6,5417.0,12302.5,1.49
2004-07-23,4.24,4.28,4.07,4.0,9124.0,-0.01,-0.24,4.204,4.465,5.002,5499.6,5406.3,12564.25,2.71
2004-07-16,4.11,4.15,4.08,3.9,7689.0,-0.08,-1.92,4.268,4.555,5.077,4786.8,4991.4,13410.75,2.28
2004-07-09,4.23,4.3,4.16,4.11,3314.0,-0.08,-1.89,4.32,4.653,5.17,4132.4,5248.1,14016.4,0.98
2004-07-02,4.25,4.34,4.24,4.05,4021.0,-0.23,-5.14,4.478,4.773,5.24,4762.0,5979.8,15184.45,1.19
2004-06-24,4.4,4.54,4.47,4.39,3350.0,0.08,1.82,4.61,4.899,5.297,4998.4,6905.9,16066.7,0.99
2004-06-18,4.34,4.46,4.39,4.2,5560.0,0.05,1.15,4.726,5.032,5.334,5313.0,10012.2,16405.7,1.65
2004-06-11,4.95,4.95,4.34,4.3,4417.0,-0.61,-12.32,4.842,5.187,5.367,5196.0,11838.6,18213.3,1.31
2004-06-04,4.91,5.15,4.95,4.86,6462.0,0.05,1.02,4.986,5.333,5.37,6363.8,15820.3,19319.0,1.92
2004-05-28,5.01,5.05,4.9,4.7,5203.0,-0.15,-2.97,5.068,5.401,5.339,7197.6,16749.3,19492.15,1.55
2004-05-21,4.95,5.18,5.05,4.95,4923.0,0.08,1.61,5.188,5.487,5.328,8813.4,19188.0,19840.7,1.46
2004-05-14,5.11,5.12,4.97,4.85,4975.0,-0.09,-1.78,5.338,5.539,5.317,14711.4,19722.2,20888.4,1.48
2004-04-30,5.38,5.48,5.06,5.03,10256.0,-0.3,-5.6,5.532,5.598,5.328,18481.2,21830.1,21220.3,3.05
2004-04-23,5.52,5.8,5.36,5.36,10631.0,-0.14,-2.54,5.68,5.686,5.337,25276.8,22784.7,21438.35,3.16
2004-04-16,5.73,5.89,5.5,5.32,13282.0,-0.3,-5.17,5.734,5.706,5.316,26301.0,24389.1,21541.15,3.94
2004-04-09,5.97,6.18,5.8,5.78,34413.0,-0.14,-2.36,5.786,5.695,5.284,29562.6,25227.5,21294.55,10.22
2004-04-02,5.89,5.97,5.94,5.7,23824.0,0.14,2.41,5.74,5.636,5.228,24733.0,22799.2,19832.4,7.07
2004-03-26,5.63,6.0,5.8,5.6,44234.0,0.17,3.02,5.664,5.547,5.164,25179.0,24588.0,19171.8,13.14
2004-03-19,5.71,5.86,5.63,5.52,15752.0,-0.13,-2.26,5.692,5.407,5.135,20292.6,22817.7,17514.25,4.68
2004-03-12,5.57,5.96,5.76,5.43,29590.0,0.19,3.41,5.678,5.276,5.147,22477.2,22235.0,17073.4,8.79
2004-03-05,5.58,5.68,5.57,5.4,10265.0,0.01,0.18,5.604,5.169,5.178,20892.4,20493.4,15832.7,3.05
2004-02-27,6.0,6.24,5.56,5.36,26054.0,-0.38,-6.4,5.532,5.094,5.229,20865.4,22054.6,15624.3,7.74
2004-02-20,5.5,6.0,5.94,5.5,19802.0,0.38,6.83,5.43,5.058,5.279,23997.0,20610.5,15027.15,5.88
2004-02-13,5.36,6.01,5.56,5.36,26675.0,0.17,3.15,5.122,4.988,5.337,25342.8,20092.0,15913.2,7.92
2004-02-06,5.25,5.73,5.39,5.13,21666.0,0.18,3.46,4.874,4.926,5.39,21992.8,18693.2,14738.85,6.43
2004-01-30,5.2,5.39,5.21,5.05,10130.0,0.16,3.17,4.734,4.872,5.458,20094.4,17361.6,14536.3,3.01
2004-01-16,4.5,5.1,5.05,4.31,41712.0,0.65,14.77,4.656,4.819,5.523,23243.8,16865.6,14301.65,12.39
2004-01-09,4.32,4.47,4.4,4.11,26531.0,0.08,1.85,4.686,4.78,5.592,17224.0,13755.6,12446.2,7.88
2004-01-02,4.6,4.69,4.32,4.25,9925.0,-0.37,-7.89,4.854,4.863,5.703,14841.2,12210.8,11382.95,2.95
2003-12-26,4.58,5.0,4.69,4.58,12174.0,-0.13,-2.7,4.978,5.017,5.819,15393.6,11911.8,11141.6,3.62
2003-12-19,5.18,5.51,4.82,4.82,25877.0,-0.38,-7.31,5.01,5.186,5.906,14628.8,11172.0,10828.1,7.68
2003-12-12,5.25,5.34,5.2,5.03,11613.0,-0.04,-0.76,4.982,5.364,5.993,10487.4,9194.0,9835.9,3.45
2003-12-05,5.14,5.27,5.24,5.02,14617.0,0.3,6.07,4.874,5.499,6.078,10287.2,9443.8,9523.4,4.34
2003-11-28,4.85,5.22,4.94,4.79,12687.0,0.09,1.86,4.872,5.685,6.174,9580.4,11734.4,9038.7,3.77
2003-11-21,4.69,5.17,4.85,4.61,8350.0,0.17,3.63,5.056,5.853,6.287,8430.0,10784.5,8677.9,2.48
2003-11-14,4.59,4.77,4.68,4.45,5170.0,0.02,0.43,5.362,6.043,6.402,7715.2,11711.0,8729.65,1.54
2003-11-07,5.24,5.36,4.66,4.66,10612.0,-0.57,-10.9,5.746,6.227,6.548,7900.6,11737.7,10031.15,3.15
2003-10-31,5.85,5.85,5.23,5.04,11083.0,-0.63,-10.75,6.124,6.404,6.69,8600.4,11136.8,10064.1,3.29
