,date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,pred
100,2015-02-13,11.77,12.28,12.09,11.4,201418.67,0.31,2.63,11.954,11.805,10.135,414477.84,552587.15,562543.26,6.89,12.22
101,2015-02-06,11.8,12.2,11.78,11.66,244193.03,-0.28,-2.32,11.782,11.388,9.885,465926.34,544821.23,566968.32,8.36,12.09
102,2015-01-30,12.68,12.95,12.06,12.0,747834.12,-0.44,-3.52,11.65,11.001,9.66,450825.42,553853.18,570170.78,25.6,11.78
103,2015-01-23,11.02,13.08,12.5,10.55,680413.75,1.16,10.23,11.534,10.693,9.399,412166.73,521615.55,534955.17,23.29,12.06
104,2015-01-16,11.08,11.49,11.34,10.8,198529.61,0.11,0.98,11.47,10.398,9.109,556464.28,499990.69,508515.31,6.8,12.5
105,2015-01-09,11.16,11.99,11.23,10.89,458661.19,0.11,0.99,11.655999999999999,10.133,8.866,690696.46,547282.01,505618.55,15.7,11.34
106,2014-12-31,11.48,11.58,11.12,10.7,168688.41,-0.36,-3.14,10.994000000000002,9.966000000000001,8.611,623716.13,624174.94,489235.25,5.77,11.23
107,2014-12-26,12.18,12.25,11.48,10.66,554540.69,-0.7,-5.75,10.352,9.687999999999999,8.36,656880.95,646825.15,489873.96,18.98,11.12
108,2014-12-19,12.61,13.6,12.18,12.02,1401901.5,-0.09,-0.73,9.852,9.312999999999999,8.121,631064.37,625181.94,475015.52,47.99,11.48
109,2014-12-12,8.71,12.75,12.27,8.71,869690.5,4.35,54.92,9.326,8.9,7.864,443517.09,575856.94,430901.88,29.77,12.18
110,2014-04-30,7.82,7.99,7.92,7.55,123759.53,0.01,0.13,8.61,8.465,7.6610000000000005,403867.57,572499.38,445442.11,4.24,12.27
111,2014-04-25,8.95,9.11,7.91,7.86,334512.53,-1.07,-11.91,8.937999999999999,8.381,7.617999999999999,624633.76,589115.42,458389.9,11.45,7.92
112,2014-04-18,9.55,9.59,8.98,8.81,425457.81,-0.57,-5.97,9.024,8.318,7.5760000000000005,636769.36,586488.39,476706.69,14.56,7.91
113,2014-04-11,8.62,9.58,9.55,8.59,464165.09,0.86,9.9,8.774,8.104,7.452999999999999,619299.5,548294.79,467590.52,15.89,8.98
114,2014-04-04,9.3,9.36,8.69,8.22,671442.88,-0.87,-9.1,8.474,7.819,7.296,708196.78,517039.94,450894.32,22.98,9.55
115,2014-03-28,8.3,9.74,9.56,8.25,1227590.5,1.22,14.63,8.32,7.598,7.155,741131.18,463955.09,420812.84,42.02,8.69
116,2014-03-21,7.7,8.53,8.34,7.53,395190.5,0.61,7.89,7.824,7.255,6.981,553597.07,354295.56,365792.01,13.53,9.56
117,2014-03-14,7.89,8.04,7.73,7.45,338108.53,-0.32,-3.98,7.612,7.031000000000001,6.877999999999999,536207.41,332922.77,354501.46,11.57,8.34
118,2014-03-07,8.06,8.71,8.05,7.73,908651.5,0.13,1.64,7.434,6.928,6.829,477290.07,324849.1,362271.34,31.1,7.73
119,2014-02-28,7.1,8.2,7.92,7.07,836114.88,0.84,11.86,7.164,6.827999999999999,6.79,325883.09,285946.82,342696.37,28.62,8.05
120,2014-02-21,7.38,7.65,7.08,6.96,289919.94,-0.2,-2.75,6.876,6.856,6.752000000000001,186779.0,318384.85,304857.78,9.92,7.92
121,2014-02-14,6.85,7.48,7.28,6.84,308242.22,0.44,6.43,6.686,6.854,6.75,154994.05,327664.38,323065.38,10.55,7.08
122,2014-02-07,6.61,6.88,6.84,6.55,43521.82,0.14,2.09,6.45,6.834,6.7379999999999995,129638.13,366924.99,321548.54,1.49,7.28
123,2014-01-30,6.42,6.88,6.7,6.35,151616.59,0.22,3.4,6.422000000000001,6.801,6.742999999999999,172408.13,386886.25,343405.94,5.19,6.84
124,2014-01-24,6.08,6.56,6.48,6.05,140594.45,0.35,5.71,6.492000000000001,6.772,6.7410000000000005,246010.54,384748.71,351213.24,4.81,6.7
125,2014-01-17,6.05,6.39,6.13,6.02,130995.15,0.03,0.49,6.836,6.711,6.74,449990.7,377670.59,370772.1,4.48,6.48
126,2014-01-10,6.58,6.6,6.1,5.97,181462.62,-0.52,-7.86,7.022,6.706,6.722,500334.72,377288.46,370498.68,6.21,6.13
127,2013-12-27,7.0,7.04,6.7,6.55,257371.83,-0.35,-4.96,7.218,6.725,6.696000000000001,604211.86,376080.15,373482.47,8.81,6.1
128,2013-12-20,8.26,8.35,7.05,6.93,519628.66,-1.15,-14.02,7.18,6.729,6.643,601364.37,399693.57,365612.55,17.79,6.7
129,2013-12-13,7.12,8.58,8.2,7.12,1160495.25,1.14,16.15,7.0520000000000005,6.752000000000001,6.566,523486.88,399445.92,344067.12,39.72,7.05
130,2013-12-06,6.95,7.24,7.06,6.43,382715.25,-0.02,-0.28,6.586,6.647,6.426,305350.48,291330.71,288660.49,13.1,8.2
131,2013-11-29,6.52,7.4,7.08,6.52,700848.31,0.57,8.76,6.39,6.646,6.3420000000000005,254242.2,318466.37,275881.54,23.99,7.06
132,2013-11-22,6.3,6.74,6.51,6.3,243134.36,0.1,1.56,6.232,6.642,6.2589999999999995,147948.44,276172.09,243475.18,8.32,7.08
133,2013-11-15,5.85,6.55,6.41,5.81,130241.25,0.54,9.2,6.278,6.685,6.204,198022.78,299925.64,233457.07,4.46,6.51
134,2013-11-08,6.11,6.21,5.87,5.8,69813.25,-0.21,-3.45,6.452000000000001,6.709,6.14,275404.96,317677.77,228992.27,2.39,6.41
135,2013-11-01,6.29,6.44,6.08,5.8,127173.83,-0.21,-3.34,6.707999999999999,6.769,6.131,277310.95,363873.6,227604.73,4.35,5.87
136,2013-10-25,6.72,6.87,6.29,6.26,169379.53,-0.45,-6.68,6.902,6.737,6.136,382690.54,363708.9,222274.67,5.8,6.08
137,2013-10-18,7.31,7.4,6.74,6.5,493506.06,-0.54,-7.42,7.0520000000000005,6.666,6.136,404395.74,370884.78,220258.74,16.89,6.29
138,2013-10-11,7.14,7.5,7.28,6.99,517152.12,0.13,1.82,7.0920000000000005,6.556,6.135,401828.49,331531.52,201555.04,17.7,6.74
139,2013-09-30,7.01,7.25,7.15,6.91,79343.19,0.1,1.42,6.966,6.38,6.107,359950.57,288688.32,182105.5,2.72,7.28
140,2013-09-27,6.92,7.65,7.05,6.69,654071.81,0.01,0.14,6.83,6.204,6.081,450436.26,285990.27,181520.27,22.39,7.15
141,2013-09-18,6.92,7.25,7.04,6.72,277905.53,0.1,1.44,6.572,6.037999999999999,6.06,344727.26,233296.71,152459.47,9.51,7.05
142,2013-09-13,6.65,7.09,6.94,6.52,480669.81,0.29,4.36,6.28,5.875,6.024,337373.81,210778.28,139721.83,16.45,7.04
143,2013-09-06,6.4,6.72,6.65,6.09,307762.53,0.18,2.78,6.02,5.722,5.989,261234.55,166988.5,122223.35,10.53,6.94
144,2013-08-30,5.81,6.65,6.47,5.74,531771.62,0.71,12.33,5.794,5.57,5.985,217426.07,140306.78,110616.27,18.2,6.65
145,2013-08-23,5.56,5.94,5.76,5.56,125526.8,0.18,3.23,5.577999999999999,5.492999999999999,5.997000000000001,121544.29,91335.87,104905.86,4.3,6.47
146,2013-08-16,5.64,6.02,5.58,5.55,241138.31,-0.06,-1.06,5.504,5.534,6.057,121866.15,80840.44,103950.92,8.25,5.76
147,2013-08-09,5.49,5.68,5.64,5.45,99973.48,0.12,2.17,5.47,5.606,6.101,84182.74,69632.69,96881.1,3.42,5.58
148,2013-08-02,5.33,5.56,5.52,5.17,88720.15,0.13,2.41,5.4239999999999995,5.712999999999999,6.151,72742.45,71578.57,95799.56,3.04,5.64
149,2013-07-26,5.3,5.55,5.39,5.17,52362.69,0.0,0.0,5.346,5.834,6.195,63187.49,75522.67,95701.92,1.79,5.52
150,2013-07-19,5.4,5.94,5.39,5.38,127136.13,-0.02,-0.37,5.4079999999999995,5.957999999999999,6.256,61127.44,77050.27,100106.13,4.35,5.39
151,2013-07-12,5.35,5.59,5.41,5.12,52721.23,0.0,0.0,5.564,6.082000000000001,6.331,39814.73,71622.23,103782.59,1.8,5.39
152,2013-07-05,5.13,5.43,5.41,5.04,42772.03,0.28,5.46,5.742000000000001,6.172000000000001,6.396,55082.65,68665.39,112626.01,1.46,5.41
153,2013-06-28,5.67,5.74,5.13,4.8,40945.37,-0.57,-10.0,6.002000000000001,6.256,6.4479999999999995,70414.69,77458.2,114922.57,1.4,5.41
154,2013-06-21,6.19,6.22,5.7,5.53,42062.46,-0.47,-7.62,6.322,6.4,6.506,87857.85,80925.75,115526.08,1.44,5.13
155,2013-06-14,6.22,6.28,6.17,6.05,20572.58,-0.13,-2.06,6.507999999999999,6.501,6.525,92973.09,118475.85,119420.72,0.7,5.7
156,2013-06-07,6.74,6.98,6.3,6.28,129060.82,-0.41,-6.11,6.6,6.579,6.535,103429.72,127061.4,123123.76,4.42,6.17
157,2013-05-31,6.74,6.95,6.71,6.66,119432.21,-0.02,-0.3,6.602,6.595,6.529,82248.13,124129.5,122891.31,4.09,6.3
158,2013-05-24,6.68,6.94,6.73,6.59,128161.2,0.1,1.51,6.51,6.5889999999999995,6.507999999999999,84501.7,120020.56,120987.92,4.39,6.71
159,2013-05-17,6.54,6.69,6.63,6.45,67638.62,0.0,0.0,6.478,6.555,6.457000000000001,73993.65,115881.16,117042.14,2.32,6.73
160,2013-05-10,6.32,6.66,6.63,6.3,72855.73,0.32,5.07,6.494,6.553999999999999,6.4079999999999995,143978.61,123161.99,115714.33,2.49,6.63
161,2013-05-03,6.2,6.37,6.31,6.05,23152.91,0.06,0.96,6.558,6.579,6.355,150693.08,135942.96,113252.5,0.79,6.63
162,2013-04-26,6.5,6.82,6.25,6.22,130700.05,-0.32,-4.87,6.587999999999999,6.62,6.307,166010.86,156586.63,112918.87,4.47,6.31
163,2013-04-19,6.68,6.68,6.57,6.33,75620.96,-0.14,-2.09,6.667999999999999,6.638999999999999,6.29,155539.41,152386.95,107472.23,2.59,6.25
164,2013-04-12,6.79,7.79,6.71,6.66,417563.41,-0.24,-3.45,6.632000000000001,6.612,6.261,157768.66,150126.4,104799.19,14.29,6.57
165,2013-04-03,6.41,6.97,6.95,6.41,106428.08,0.49,7.58,6.614,6.547999999999999,6.235,102345.38,120365.59,85754.0,3.64,6.71
166,2013-03-29,6.67,6.76,6.46,6.3,99741.79,-0.19,-2.86,6.6,6.49,6.222,121192.83,119186.11,82352.61,3.41,6.95
167,2013-03-22,6.38,6.69,6.65,6.09,78342.81,0.26,4.07,6.652,6.462000000000001,6.229,147162.4,121653.13,86494.11,2.68,6.46
168,2013-03-15,6.66,6.67,6.39,6.21,86767.23,-0.23,-3.47,6.61,6.426,6.242000000000001,149234.48,121955.28,84331.51,2.97,6.65
169,2013-03-08,6.8,7.07,6.62,6.34,140446.97,-0.26,-3.78,6.5920000000000005,6.359,6.265,142484.14,118203.12,82719.43,4.81,6.39
170,2013-03-01,6.73,6.99,6.88,6.56,200665.36,0.16,2.38,6.482,6.2620000000000005,6.268,138385.8,108266.66,77477.87,6.87,6.62
171,2013-02-22,6.49,6.94,6.72,6.35,229589.61,0.28,4.35,6.38,6.131,6.254,117179.39,90562.05,69901.18,7.86,6.88
172,2013-02-08,6.34,6.48,6.44,6.15,88703.25,0.14,2.22,6.272,5.992999999999999,6.261,96143.86,69251.12,61340.05,3.04,6.72
173,2013-02-01,6.07,6.38,6.3,6.07,53015.51,0.23,3.79,6.242000000000001,5.941,6.281000000000001,94676.07,62557.51,58877.53,1.81,6.44
174,2013-01-25,6.4,6.68,6.07,6.04,119955.29,-0.3,-4.71,6.126,5.91,6.291,93922.1,59471.99,58111.68,4.11,6.3
175,2013-01-18,6.14,6.45,6.37,6.14,94633.3,0.19,3.07,6.042000000000001,5.922000000000001,6.327999999999999,78147.51,51142.41,53556.38,3.24,6.07
176,2013-01-11,6.34,6.56,6.18,6.16,124411.96,-0.26,-4.04,5.882000000000001,5.952999999999999,6.3420000000000005,63944.71,45519.11,49775.3,4.26,6.37
177,2012-12-28,5.71,6.35,6.29,5.66,81364.29,0.57,9.96,5.7139999999999995,5.995,6.377999999999999,42358.38,51335.09,45391.22,2.79,6.18
178,2012-12-21,5.63,5.85,5.72,5.61,49245.68,0.07,1.24,5.64,6.057,6.394,30438.95,46707.75,42275.16,1.69,6.29
179,2012-12-14,5.62,5.68,5.65,5.36,41082.32,0.08,1.44,5.694,6.171,6.45,25021.87,47235.73,41029.8,1.41,5.72
180,2012-12-07,5.32,5.74,5.57,5.0,23619.3,0.23,4.31,5.8020000000000005,6.273,6.522,24137.31,46689.08,40959.41,0.81,5.65
181,2012-11-30,5.95,5.95,5.34,5.29,16480.3,-0.58,-9.8,6.024,6.377000000000001,6.601,27093.5,49240.31,41051.55,0.56,5.57
182,2012-11-23,6.0,6.14,5.92,5.86,21767.15,-0.07,-1.17,6.276,6.529,6.704,60311.79,53428.99,42342.88,0.75,5.34
183,2012-11-16,6.19,6.26,5.99,5.94,22160.26,-0.2,-3.23,6.474,6.62,6.779,62976.54,55197.54,42680.02,0.76,5.92
184,2012-11-09,6.65,6.73,6.19,6.17,36659.52,-0.49,-7.33,6.648,6.671,6.867000000000001,69449.6,56751.38,43189.24,1.25,5.99
185,2012-11-02,6.53,6.76,6.68,6.45,38400.27,0.08,1.21,6.744,6.733,6.959,69240.85,55970.36,42877.82,1.31,6.19
186,2012-10-26,6.91,7.54,6.6,6.58,182571.77,-0.31,-4.49,6.73,6.73,7.021,71387.13,54031.49,44240.01,6.25,6.68
187,2012-10-19,6.9,7.04,6.91,6.75,35090.9,0.05,0.73,6.782,6.761,7.115,46546.18,39447.35,47862.52,1.2,6.6
188,2012-10-12,6.67,7.09,6.86,6.63,54525.54,0.19,2.85,6.766,6.731,7.172999999999999,47418.54,37842.57,48599.42,1.87,6.91
189,2012-09-28,6.59,6.75,6.67,6.2,35615.75,0.06,0.91,6.694,6.728,7.24,44053.16,34823.86,50947.04,1.22,6.86
190,2012-09-21,6.81,6.94,6.61,6.58,49131.69,-0.25,-3.64,6.722,6.771,7.325,42699.86,35229.75,52800.9,1.68,6.67
191,2012-09-14,6.82,7.05,6.86,6.77,58367.01,0.03,0.44,6.73,6.825,7.419,36675.86,32862.79,52908.14,2.0,6.61
192,2012-09-07,6.52,6.87,6.83,6.41,39452.73,0.33,5.08,6.74,6.879,7.492000000000001,32348.51,31256.77,56839.3,1.35,6.86
193,2012-08-31,6.76,6.76,6.5,6.41,37698.63,-0.31,-4.55,6.696000000000001,6.937,7.572,28266.59,30162.5,60265.59,1.29,6.83
194,2012-08-24,6.6,7.0,6.81,6.5,28849.26,0.16,2.41,6.7620000000000005,7.063,7.656000000000001,25594.56,29627.11,63480.47,0.99,6.5
195,2012-08-17,6.96,6.96,6.65,6.53,19011.65,-0.26,-3.76,6.82,7.185,7.731,27759.63,29785.29,64639.11,0.65,6.81
196,2012-08-10,6.57,6.94,6.91,6.54,36730.29,0.3,4.54,6.92,7.312,7.77,29049.71,34448.52,69986.55,1.26,6.65
197,2012-08-03,6.85,6.92,6.61,6.38,19043.11,-0.22,-3.22,7.018,7.468999999999999,7.849,30165.03,56277.69,72534.35,0.65,6.91
198,2012-07-27,7.11,7.12,6.83,6.81,24338.51,-0.27,-3.8,7.178,7.615,7.937,32058.41,59356.28,83289.24,0.83,6.61
199,2012-07-20,7.15,7.26,7.1,6.69,39674.57,-0.05,-0.7,7.364,7.751,8.01,33659.65,67070.21,86863.89,1.36,6.83
200,2012-07-13,7.4,7.41,7.15,7.0,25462.09,-0.25,-3.38,7.55,7.877999999999999,8.059,31810.95,70372.06,89129.61,0.87,7.1
201,2012-07-06,7.41,7.81,7.4,7.18,42306.87,-0.01,-0.14,7.704,8.013,8.115,39847.32,72953.49,94616.23,1.45,7.15
202,2012-06-29,7.75,7.75,7.41,7.2,28510.02,-0.35,-4.51,7.92,8.105,8.148,82390.35,82421.83,98446.88,0.98,7.4
203,2012-06-21,8.08,8.15,7.76,7.73,32344.7,-0.27,-3.36,8.052,8.207,8.184,86654.14,90368.68,107527.59,1.11,7.41
204,2012-06-15,8.08,8.13,8.03,7.9,30431.07,0.11,1.39,8.138,8.248,8.158999999999999,100480.77,97333.84,107726.64,1.04,7.76
205,2012-06-08,8.25,8.26,7.92,7.88,65643.96,-0.56,-6.6,8.206,8.276,8.107999999999999,108933.18,99492.94,108084.59,2.25,8.03
206,2012-06-01,8.0,8.9,8.48,7.88,255021.98,0.41,5.08,8.322000000000001,8.227,8.047,106059.66,105524.58,107054.13,8.73,7.92
207,2012-05-25,8.19,8.26,8.07,7.95,49829.0,-0.12,-1.47,8.29,8.229,7.943,82453.32,88791.01,95112.37,1.71,8.48
208,2012-05-18,8.39,8.57,8.19,7.86,101477.85,-0.18,-2.15,8.362,8.258,7.88,94083.22,107222.19,94202.69,3.47,8.07
209,2012-05-11,8.51,8.6,8.37,8.32,72693.09,-0.13,-1.53,8.357999999999999,8.267999999999999,7.816,94186.91,106657.57,90449.09,2.49,8.19
210,2012-05-04,8.4,8.64,8.5,8.33,51276.38,0.18,2.16,8.346,8.238999999999999,7.769,90052.7,107887.16,88736.74,1.76,8.37
211,2012-04-27,8.48,8.87,8.32,8.1,136990.27,-0.11,-1.3,8.132,8.217,7.775,104989.5,116278.97,88103.77,4.69,8.5
212,2012-04-20,8.17,8.59,8.43,8.03,107978.53,0.26,3.18,8.168,8.191,7.787999999999999,95128.71,114471.94,83411.15,3.7,8.32
213,2012-04-12,8.34,8.34,8.17,7.67,101996.26,-0.14,-1.69,8.154,8.16,7.803,120361.16,124686.51,82827.54,3.49,8.43
214,2012-04-06,7.46,8.42,8.31,7.46,52022.04,0.88,11.84,8.177999999999999,8.068999999999999,7.857,119128.22,118119.44,89692.95,1.78,8.17
215,2012-03-30,8.54,8.84,7.43,7.42,125960.41,-1.07,-12.59,8.132,7.939,7.891,125721.62,116676.24,92226.66,4.31,8.31
216,2012-03-23,8.27,8.53,8.5,8.11,87686.3,0.14,1.68,8.302,7.8660000000000005,7.984,127568.43,108583.69,91147.13,3.0,7.43
217,2012-03-16,8.5,9.1,8.36,7.97,234140.81,0.07,0.84,8.214,7.657,7.996,133815.17,101433.72,89657.71,8.01,8.5
218,2012-03-09,8.09,8.33,8.29,7.88,95831.56,0.21,2.6,8.166,7.501,7.996,129011.85,81183.18,80622.61,3.28,8.36
219,2012-03-02,8.3,8.38,8.08,7.88,84989.03,-0.2,-2.42,7.96,7.364,8.057,117110.66,74240.61,80274.67,2.91,8.29
220,2012-02-24,8.05,8.49,8.28,7.8,135194.44,0.22,2.73,7.746,7.2989999999999995,8.137,107630.86,69586.32,78898.19,4.63,8.08
221,2012-02-17,8.01,8.18,8.06,7.87,118919.99,-0.06,-0.74,7.43,7.332000000000001,8.212,89598.94,59928.58,75909.36,4.07,8.28
222,2012-02-10,7.56,8.58,8.12,7.27,210124.22,0.86,11.85,7.1,7.3839999999999995,8.302,69052.27,52350.37,71306.26,7.19,8.06
223,2012-02-03,7.05,7.3,7.26,6.9,36325.62,0.25,3.57,6.836,7.446000000000001,8.392999999999999,33354.52,40968.58,62862.43,1.24,8.12
224,2012-01-20,6.68,7.3,7.01,6.46,37590.01,0.31,4.63,6.768,7.644,8.531,31370.56,61266.47,72339.46,1.29,7.26
225,2012-01-13,6.4,7.38,6.7,6.38,45034.88,0.29,4.52,6.852,7.843,8.72,31541.78,67777.08,75336.04,1.54,7.01
226,2012-01-06,6.85,6.92,6.41,6.07,16186.62,-0.25,-3.68,7.234,8.101,8.908,30258.22,73710.58,76163.74,0.55,6.7
227,2011-12-30,6.75,7.18,6.8,6.53,31635.47,-0.12,-1.73,7.667999999999999,8.334,9.121,35648.46,77881.7,80878.45,1.08,6.41
228,2011-12-23,7.45,7.6,6.92,6.55,26405.82,-0.51,-6.86,8.056000000000001,8.49,9.325,48582.65,80062.03,84179.35,0.9,6.8
229,2011-12-16,8.57,8.62,7.43,7.2,38446.1,-1.18,-13.71,8.52,8.749,9.517000000000001,91162.37,86308.73,88171.62,1.32,6.92
230,2011-12-09,8.58,8.8,8.61,8.28,38617.09,0.03,0.35,8.834,8.975,9.674,104012.37,88210.05,90068.03,1.32,7.43
231,2011-12-02,8.74,8.98,8.58,8.31,43137.82,-0.16,-1.83,8.968,9.092,9.771,117162.94,91890.14,92092.78,1.48,8.61
232,2011-11-25,9.21,9.68,8.74,8.68,96306.4,-0.5,-5.41,9.0,9.219,9.838,120114.94,90262.16,93922.9,3.3,8.58
233,2011-11-18,8.95,10.09,9.24,8.95,239304.45,0.24,2.67,8.924,9.34,9.927,111541.41,84756.28,105034.46,8.19,8.74
234,2011-11-11,9.24,9.56,9.0,8.91,102696.11,-0.28,-3.02,8.978,9.418,10.045,81455.1,83412.46,106424.97,3.52,9.24
235,2011-11-04,8.74,9.35,9.28,8.68,104369.93,0.54,6.18,9.116,9.597000000000001,10.085,72407.73,82895.0,104427.38,3.57,9.0
236,2011-10-28,8.31,8.8,8.74,8.21,57897.8,0.38,4.54,9.216000000000001,9.714,10.176,66617.34,78616.89,103056.38,1.98,9.28
237,2011-10-21,9.56,9.56,8.36,8.2,53438.74,-1.15,-12.09,9.437999999999999,9.907,10.295,60409.37,83875.21,105466.74,1.83,8.74
238,2011-10-14,9.67,9.88,9.51,9.41,88872.9,-0.18,-1.86,9.756,10.16,10.427,57971.14,88296.68,106435.8,3.04,8.36
239,2011-09-30,9.57,9.85,9.69,9.31,57459.3,-0.09,-0.92,9.857999999999999,10.285,10.505999999999998,85369.83,90034.5,106507.44,1.97,9.51
240,2011-09-23,9.81,10.23,9.78,9.35,75417.98,-0.07,-0.71,10.078,10.372,10.62,93382.27,91926.0,111913.25,2.58,9.69
241,2011-09-16,9.8,10.0,9.85,9.69,26857.94,-0.1,-1.0,10.212,10.45,10.71,90616.44,92295.41,114291.79,0.92,9.78
242,2011-09-09,9.97,10.08,9.95,9.58,41247.6,-0.07,-0.7,10.376,10.457,10.825999999999999,107341.05,97583.64,116746.94,1.41,9.85
243,2011-09-02,10.65,11.08,10.02,9.95,225866.33,-0.77,-7.14,10.564,10.513,10.93,118622.22,125312.65,123563.73,7.73,9.95
244,2011-08-26,10.4,10.96,10.79,9.88,97521.5,0.34,3.25,10.712,10.672,11.058,94699.18,129437.48,134593.89,3.34,10.02
245,2011-07-28,10.58,10.58,10.45,9.99,61588.82,-0.22,-2.06,10.665999999999999,10.573,11.187000000000001,90469.73,125959.76,154521.49,2.11,10.79
246,2011-07-22,10.9,11.13,10.67,10.57,110480.99,-0.22,-2.02,10.687999999999999,10.638,11.328,93974.38,127495.87,162122.94,3.78,10.45
247,2011-07-15,10.65,10.97,10.89,10.46,97653.45,0.13,1.21,10.538,10.683,11.460999999999999,87826.23,127058.27,170781.76,3.34,10.67
248,2011-07-08,10.55,10.98,10.76,10.51,106251.13,0.2,1.89,10.462,10.694,11.599,132003.07,124574.92,186609.74,3.64,10.89
249,2011-07-01,10.81,10.95,10.56,10.28,76374.27,0.0,0.0,10.632,10.727,11.68,164175.77,122980.38,190430.07,2.61,10.76
250,2011-06-24,9.85,10.58,10.56,9.85,79112.08,0.64,6.45,10.48,10.868,11.753,161449.78,131900.5,189986.1,2.71,10.56
251,2011-06-17,10.42,10.68,9.92,9.86,79740.23,-0.59,-5.61,10.588,10.969000000000001,11.805,161017.35,136288.17,187980.18,2.73,10.56
252,2011-06-10,11.15,12.44,10.51,10.3,318537.66,-1.1,-9.47,10.828,11.195,11.877,166290.3,135910.24,187946.37,10.9,9.92
253,2011-06-03,9.8,12.05,11.61,9.57,267114.62,1.81,18.47,10.925999999999998,11.347000000000001,11.915,117146.77,121814.82,175855.37,9.14,10.51
254,2011-05-27,11.16,11.2,9.8,9.8,62744.3,-1.3,-11.71,10.822000000000001,11.444,11.933,81784.98,139750.3,165786.91,2.15,11.61
255,2011-05-20,11.22,11.44,11.1,10.68,76949.96,-0.02,-0.18,11.255999999999998,11.8,12.06,102351.22,183083.22,172361.48,2.63,9.8
256,2011-05-13,11.1,11.92,11.12,10.89,106104.98,0.12,1.09,11.35,12.017999999999999,12.103,111559.0,196750.01,173429.53,3.63,11.1
257,2011-05-06,11.25,11.6,11.0,10.7,72820.0,-0.09,-0.81,11.562000000000001,12.238,12.177,105530.17,214505.25,176826.19,2.49,11.12
258,2011-04-29,12.0,12.05,11.09,10.58,90305.67,-0.88,-7.35,11.767999999999999,12.503,12.306,126482.86,248644.56,184139.39,3.09,11.0
259,2011-04-22,11.55,12.06,11.97,11.32,165575.47,0.4,3.46,12.065999999999999,12.632,12.397,197715.62,257879.76,193408.14,5.67,11.09
260,2011-04-15,12.22,12.25,11.57,11.46,122988.86,-0.61,-5.01,12.344000000000001,12.637,12.522,263815.23,248071.7,211887.82,4.21,11.97
261,2011-04-08,11.92,12.21,12.18,11.79,75960.84,0.15,1.25,12.686,12.64,12.628,281941.02,239672.19,217735.75,2.6,11.57
262,2011-04-01,12.51,12.59,12.03,11.82,177583.48,-0.55,-4.37,12.914000000000001,12.559000000000001,12.677999999999999,323480.33,239982.51,225880.3,6.08,12.18
263,2011-03-25,13.3,13.8,12.58,12.48,446469.47,-0.78,-5.84,13.238,12.482000000000001,12.767000000000001,370806.26,229895.92,239903.6,15.28,12.03
264,2011-03-18,12.7,13.84,13.36,11.22,496073.5,0.08,0.6,13.198,12.421,12.955,318043.89,191823.53,251619.49,16.98,12.58
265,2011-03-11,13.35,13.96,13.28,13.19,213617.8,-0.04,-0.3,12.93,12.32,12.993,232328.16,161639.73,247249.13,7.31,13.36
266,2011-03-04,13.86,14.02,13.32,12.92,283657.41,-0.33,-2.42,12.594000000000001,12.187999999999999,13.030999999999999,197403.36,150109.05,263697.76,9.71,13.28
267,2011-02-25,12.27,13.92,13.65,12.21,414213.12,1.27,10.26,12.204,12.115,13.105,156484.69,139147.13,285276.02,14.18,13.32
268,2011-02-18,11.98,12.8,12.38,11.95,182657.64,0.36,3.0,11.725999999999999,12.109000000000002,13.061,88985.58,119634.21,268834.08,6.25,13.65
269,2011-02-11,11.52,12.15,12.02,11.35,67494.84,0.42,3.62,11.644,12.162,13.064,65603.16,128936.52,272707.24,2.31,12.38
270,2011-02-01,11.43,11.8,11.6,11.3,38993.78,0.23,2.02,11.71,12.405999999999999,13.052,90951.31,175703.94,273948.96,1.33,12.02
271,2011-01-28,11.3,11.48,11.37,10.62,79064.06,0.11,0.98,11.782,12.615,13.085999999999999,102814.73,195799.3,296836.64,2.71,11.6
272,2011-01-21,11.84,11.9,11.26,11.05,76717.57,-0.71,-5.93,12.026,12.797,13.097000000000001,121809.58,211778.09,309400.09,2.63,11.37
273,2011-01-14,12.38,12.56,11.97,11.8,65745.54,-0.38,-3.08,12.492,13.050999999999998,13.125,150282.84,249911.27,326961.5,2.25,11.26
274,2011-01-07,12.32,13.03,12.35,11.99,194235.58,0.39,3.26,12.68,13.488,13.072000000000001,192269.89,311415.46,337607.4,6.65,11.97
275,2010-12-31,12.64,12.89,11.96,11.38,98310.91,-0.63,-5.0,13.102,13.665,13.008,260456.58,332858.52,347926.51,3.37,12.35
276,2010-12-24,13.61,13.77,12.59,12.58,174038.28,-1.0,-7.36,13.448,13.874,12.960999999999999,288783.87,377286.47,367047.54,5.96,11.96
277,2010-12-17,12.96,13.8,13.59,12.88,219083.91,0.68,5.27,13.568,14.095,12.854000000000001,301746.61,431404.91,370196.16,7.5,12.59
278,2010-12-10,14.2,14.2,12.91,12.5,275680.75,-1.55,-10.72,13.61,14.012,12.686,349539.7,418033.95,368818.71,9.44,13.59
279,2010-12-03,13.45,15.26,14.46,13.41,535169.06,0.77,5.62,14.296,13.965,12.546,430561.04,416477.95,369269.56,18.32,12.91
